Date,Stock_name,Transaction_price,Event,Total_unit,Net_worth
2020-11-26,SAIL.BO,1446343.388794899,Sell,621415.0,27480528.951946266
2020-11-27,LAURUSLABS.NS,0,Buy,93902.0,27480528.951946266
2020-11-27,LAURUSLABS.NS,1487642.4636566164,Sell,93902.0,28265316.0345543
2020-12-03,JSWENERGY.BO,0,Buy,446529.0,28265316.0345543
2020-12-03,JSWENERGY.BO,1577363.7265674593,Sell,446529.0,29969941.480010614
2020-12-08,YESBANK.NS,0,Buy,1873121.0,29969941.480010614
2020-12-08,YESBANK.NS,1620249.5935461046,Sell,1873121.0,30784747.7573866
2020-12-30,SAIL.BO,0,Buy,474341.0,30784747.7573866
2020-12-30,SAIL.BO,1651892.5686893463,Sell,474341.0,31385974.938697252
2020-12-31,SAIL.BO,0,Buy,452247.0,31385974.938697252
2020-12-31,SAIL.BO,1675575.100496292,Sell,452247.0,31835959.358052645
2021-01-11,TATAMOTORS.NS,0,Buy,159259.0,31835959.358052645
2021-01-11,TATAMOTORS.NS,1757024.8688980103,Sell,159259.0,33383558.739154633
2021-01-12,JSWENERGY.BO,0,Buy,494937.0,33383558.739154633
2021-01-12,JSWENERGY.BO,1851064.4555213929,Sell,494937.0,35170284.25448895
2021-01-15,TATAMOTORS.NS,0,Buy,142968.0,35170284.25448895
2021-01-15,TATAMOTORS.NS,1860728.4327392578,Sell,142968.0,35353996.47653485
2021-02-01,SBIN.NS,0,Buy,124005.0,35353996.47653485
2021-02-01,SBIN.NS,1926417.7506866455,Sell,124005.0,36602107.48271466
2021-02-02,TATAMOTORS.NS,0,Buy,124666.0,36602107.48271466
2021-02-02,TATAMOTORS.NS,2007122.6,Sell,124666.0,38135498.52181378
2021-02-04,SBIN.NS,0,Buy,114041.0,38135498.52181378
2021-02-04,SBIN.NS,2024797.9898025515,Sell,114041.0,38471350.62411328
